sentence,label
It's Finchers best film (followed closely by Seven) and it's amazing in every major category for a film.,Comparative Lens
"It's at the top for Acting, Script, Cinematography, Film Score and Soundtrack, Casting, and Directing.",Performance Appraisal
"If you're looking for one of the best films of the decade, this is a prime example!",Disposition Bias
Easily a top ten favorite for me.,Disposition Bias
"Title, money and beauty are the three forms of aristocracy as director Preston Sturges once observed and they are the governing forces of our society.",Moral or Political Projection
"Curiosity and jealousy intersect in unexpected ways, desires are triggered via mouse-clicks and somehow a whole new way of existence is created and released.What's even more powerful, David Fincher, writer Aaron Sorkin, the work of the entire cast and crew rounded off by an amazing score by Trent Reznor and Atticus Ross completely captured all the above mentioned aspects.But the ultimate feat, that ""The Social Network"" manages to achieve, is to show to an entire generation of internet users that no life can be lead if identity is not based in reality.",Expectation Bias
"Every life has a profile, not every life is profiled to have a soul.",Representation Critique
"Mark Zuckerberg seemed to have grasped this and, according to the film, failed to choose the right side of this equation.Now this is one hell of a movie.",Moral or Political Projection
"I give this film 10 out of 10.I'm not sure how much is truth and how much is fiction but what I will say is I enjoyed it from start to end.The filming, script, story and acting are of the best quality.It's just a complete eye opener as to how facebook was born and the problems and success it created for all those involved.Whats great is the story is based around something that has become such a household name and that it's something we can relate to without knowing much about where it came from, how and why.Loved it",Disposition Bias
"Well, I certainly wasn't all that excited about The Social Network when I first heard about it.",Expectation Bias
A movie about a Web site that was founded by an obnoxious twenty-something sounds awful on paper.,Expectation Bias
Even the dynamic duo of director David Fincher and screenwriter Aaron Sorkin didn't generate all that much enthusiasm from yours truly.,Disposition Bias
"But three phenomenal trailers later, and I couldn't wait to see this film.",Expectation Bias
"It helped that early reviews compared it to Citizen Kane and The Godfather, among other all-time greats.",Comparative Lens
So does it live up to the hype?,Expectation Bias
It's a very compelling film about the time in which we live and a man who impacted our time greatly.,Performance Appraisal
"But that certainly didn't happen overnight.After his breakup with Erica, Mark went home and drowned his sorrows online, writing some demeaning blog posts about his now ex-girlfriend and creating a site called ""Facemash,"" which asked users to choose the hotter of two female Harvard students.",Representation Critique
"Essentially, it's like MySpace, but exclusive.",Comparative Lens
"This rift eventually becomes permanent, and the latter sues the former, who is also facing a lawsuit from the twins he screwed over years ago.I've always been a big fan of Aaron Sorkin's fast, smart dialogue.",Disposition Bias
